co_natureza_juridica,ds_natureza_juridica,co_organizacao_n1,ds_organizacao_n1,co_organizacao_n2,ds_organizacao_n2,co_organizacao_n3,ds_organizacao_n3,co_organizacao_n4,ds_organizacao_n4,co_organizacao_n5,ds_organizacao_n5,co_organizacao_n6,ds_organizacao_n6,an_lanc,me_lanc,in_area_atuacao,ds_area_atuacao,in_escolaridade,ds_escolaridade,in_faixa_etaria,ds_faixa_etaria,in_sexo,in_forca_trabalho,va_custo_de_pessoal
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,6,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,F,472,2325732.99
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,6,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,M,459,2945907.91
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,7,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,F,454,1978236.64
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,7,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,M,450,2813964.57
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,8,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,F,449,2072445.13
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,8,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,M,449,2921166.68
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,9,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,F,437,2020993.24
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,9,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,M,447,2841157.06
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,10,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,F,426,1956545.13
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,10,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,M,449,2863609.58
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,11,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,F,419,2386565.71
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,11,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,M,449,3451717.48
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,12,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,F,408,2693008.64
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,12,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,9,51 A 55 ANOS,M,436,4047639.25
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,1,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,F,593,2476087.58
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,1,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,M,475,2961852.3
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,2,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,F,604,2574966.03
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,2,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,M,475,3004931.43
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,3,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,F,605,2565547.47
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,3,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,M,486,3105865.53
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,4,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,F,613,2722830.39
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,4,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,M,486,3127996.52
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,5,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,F,613,2759271.41
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,5,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,M,496,3253415.87
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,6,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,F,608,2821128.52
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,6,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,M,510,3401326.27
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,7,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,F,600,2586609.67
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,7,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,M,513,3238408.41
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,8,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,F,594,2715547.78
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,8,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,M,511,3309035.89
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,9,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,F,595,2744892.07
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,9,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,M,514,3280499.76
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,10,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,F,603,2718912.24
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,10,-7,NAO DISPONIVEL,7,2O GR INCOMPLETO,10,56 A 60 ANOS,M,510,3276121.94
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,2,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,F,7726,52947523.55
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,2,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,M,10268,74837964.62
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,3,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,F,7676,52973220.2
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,3,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,M,10196,75148996.37
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,4,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,F,7587,52282934.68
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,4,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,M,10164,74939112.57
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,5,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,F,7555,51824901.97
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,5,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,M,10103,74389781.76
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,6,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,F,7544,51701330.41
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,6,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,M,10071,74108604.6
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,7,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,F,7495,52099078.46
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,7,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,M,10028,74785923.9
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,8,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,F,7446,50403400.59
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,8,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,M,9928,74905001.55
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,9,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,F,7337,52033887.31
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,9,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,M,9723,73498347.69
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,10,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,F,7244,52199633.33
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,10,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,M,9627,74434604.01
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,11,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,F,7131,52097901.66
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,11,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,M,9550,73074378.68
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,12,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,F,7228,50963806.41
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,12,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,9,51 A 55 ANOS,M,9523,72918048.36
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,1,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,10,56 A 60 ANOS,F,6267,46351399.63
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,1,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,10,56 A 60 ANOS,M,8674,64512371.25
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,2,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,10,56 A 60 ANOS,F,6282,46587756.44
-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,-7,NAO DISPONIVEL,2015,2,-7,NAO DISPONIVEL,8,2O GR COMPL OU TEC PROFISS,10,56 A 60 ANOS,M,8696,65308907.67
